觀測時間(day),測站氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),最大瞬間風風速時間(LST),降水量(mm)
23,985.3,987.1,2022/04/23 0:06:00,983.1,2022/04/23 15:33:00,23.8,29.2,2022/04/23 12:41:00,20.9,2022/04/23 0:21:00,93,68,2022/04/23 12:33:00,0.8,91,4.9,339,2022/04/23 12:05:00,0
24,984.5,986.2,2022/04/24 10:54:00,983.2,2022/04/24 15:46:00,23.5,27.3,2022/04/24 9:11:00,20.7,2022/04/24 3:12:00,97,80,2022/04/24 9:43:00,0.8,292,4.1,115,2022/04/24 9:46:00,2
25,983.9,985.8,2022/04/25 8:11:00,982.6,2022/04/25 11:31:00,23.5,26.9,2022/04/25 9:32:00,20.4,2022/04/25 5:25:00,99,89,2022/04/25 11:12:00,0.6,292,3.5,150,2022/04/25 10:09:00,0
26,982.8,984.8,2022/04/26 22:31:00,981.4,2022/04/26 3:21:00,25.2,30.4,2022/04/26 11:11:00,21.5,2022/04/26 4:22:00,90,57,2022/04/26 10:53:00,0.9,101,8.8,168,2022/04/26 9:03:00,0
27,985.3,988.1,2022/04/27 21:11:00,983.3,2022/04/27 3:22:00,24.3,28.8,2022/04/27 14:41:00,22.1,2022/04/27 23:11:00,94,67,2022/04/27 14:36:00,0.8,115,8.8,257,2022/04/27 12:46:00,0.5
28,986.4,987.9,2022/04/28 8:38:00,984.8,2022/04/28 14:51:00,22,22.7,2022/04/28 14:02:00,21.2,2022/04/28 22:11:00,99,99,2022/04/28 5:31:00,0.2,16,3,341,2022/04/28 13:29:00,1.5
29,987.3,991.8,2022/04/29 21:01:00,983.7,2022/04/29 3:01:00,21.8,29.2,2022/04/29 12:11:00,17.5,2022/04/29 23:01:00,97,77,2022/04/29 12:11:00,1,322,7.1,5,2022/04/29 12:54:00,23
30,989.4,991.2,2022/04/30 22:04:00,987.4,2022/04/30 13:51:00,17.9,18.6,2022/04/30 15:51:00,17.3,2022/04/30 23:41:00,99,99,2022/04/30 19:21:00,0.6,33,6,135,2022/04/30 7:23:00,16.5
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,990.1,992.5,2022/05/01 22:01:00,988.2,2022/05/01 4:21:00,15.9,17.5,2022/05/01 0:41:00,13.6,2022/05/01 22:27:00,99,98,2022/05/01 22:32:00,0.8,12,5.5,12,2022/05/01 2:19:00,44.5
2,991.2,992.6,2022/05/02 20:52:00,990.1,2022/05/02 16:35:00,13.8,14.6,2022/05/02 23:51:00,13.1,2022/05/02 15:45:00,99,99,2022/05/02 0:01:00,0.5,130,6,47,2022/05/02 5:06:00,35.5
3,991.4,992.6,2022/05/03 9:34:00,990.4,2022/05/03 4:11:00,17.7,19.2,2022/05/03 21:31:00,14.4,2022/05/03 0:01:00,95,77,2022/05/03 3:19:00,1.5,122,9.3,95,2022/05/03 11:02:00,17.5
4,989.3,991.4,2022/05/04 0:01:00,987.6,2022/05/04 17:21:00,19.7,20.5,2022/05/04 22:53:00,18.3,2022/05/04 5:51:00,98,88,2022/05/04 1:04:00,1.8,134,7.7,122,2022/05/04 9:16:00,21
5,986.6,988,2022/05/05 0:01:00,985.4,2022/05/05 16:31:00,20.3,21.1,2022/05/05 6:47:00,19.4,2022/05/05 8:21:00,99,99,2022/05/05 3:11:00,1,313,6,113,2022/05/05 3:39:00,22.5
6,987.1,988.4,2022/05/06 10:33:00,985.3,2022/05/06 3:41:00,20.9,23,2022/05/06 13:02:00,19.8,2022/05/06 6:02:00,99,99,2022/05/06 14:21:00,0.8,327,4.1,321,2022/05/06 3:13:00,2
7,988.5,990.1,2022/05/07 9:41:00,986.8,2022/05/07 2:31:00,21.4,24.4,2022/05/07 13:12:00,18.8,2022/05/07 4:01:00,98,85,2022/05/07 13:41:00,0.5,355,4.9,36,2022/05/07 14:20:00,0
8,988.4,989.9,2022/05/08 8:21:00,987.3,2022/05/08 14:51:00,21.7,23.6,2022/05/08 11:52:00,19.7,2022/05/08 0:02:00,99,99,2022/05/08 12:31:00,0.5,17,5.5,119,2022/05/08 9:47:00,4.5
9,987.9,989.7,2022/05/09 8:41:00,986.6,2022/05/09 2:21:00,21.4,22.5,2022/05/09 9:41:00,20.8,2022/05/09 22:57:00,99,99,2022/05/09 21:01:00,0.4,152,4.9,123,2022/05/09 11:50:00,4.5
10,985.3,987.4,2022/05/10 0:03:00,983.2,2022/05/10 16:21:00,22.7,27.3,2022/05/10 11:17:00,20.9,2022/05/10 0:11:00,98,81,2022/05/10 11:17:00,0.7,162,4.9,129,2022/05/10 11:03:00,9
11,984.4,985.9,2022/05/11 10:03:00,982.9,2022/05/11 16:16:00,22.2,24.2,2022/05/11 14:33:00,21.2,2022/05/11 0:04:00,99,99,2022/05/11 7:31:00,0.4,321,3,321,2022/05/11 0:52:00,13
12,983.1,984.8,2022/05/12 0:01:00,981.5,2022/05/12 15:21:00,22.7,26.4,2022/05/12 11:41:00,20.9,2022/05/12 3:01:00,99,95,2022/05/12 11:41:00,0.4,127,3.8,117,2022/05/12 8:51:00,17
13,981.3,984.6,2022/05/13 21:45:00,979.3,2022/05/13 14:41:00,22.4,27.6,2022/05/13 9:33:00,20.2,2022/05/13 23:51:00,98,78,2022/05/13 13:31:00,1.2,312,9.9,286,2022/05/13 13:19:00,28
14,986,988,2022/05/14 22:36:00,983.8,2022/05/14 2:13:00,19.3,20.4,2022/05/14 0:01:00,18.5,2022/05/14 22:11:00,99,99,2022/05/14 12:11:00,1.1,48,6.6,131,2022/05/14 4:39:00,125.5
15,988.2,989.9,2022/05/15 21:31:00,986.2,2022/05/15 2:14:00,16.9,18.8,2022/05/15 1:12:00,15.3,2022/05/15 19:52:00,99,99,2022/05/15 13:42:00,1.2,10,8.2,33,2022/05/15 22:00:00,82
16,988.4,989.6,2022/05/16 10:14:00,987.3,2022/05/16 15:15:00,15.5,16.5,2022/05/16 13:32:00,14.7,2022/05/16 4:24:00,99,99,2022/05/16 5:11:00,1.2,28,9.9,6,2022/05/16 2:49:00,117.5
17,989.2,991.4,2022/05/17 22:13:00,987,2022/05/17 3:41:00,18.1,21.3,2022/05/17 13:01:00,15.2,2022/05/17 0:01:00,89,64,2022/05/17 12:41:00,0.7,31,6.6,352,2022/05/17 2:13:00,11.5
18,989.9,991.6,2022/05/18 8:35:00,988.4,2022/05/18 16:41:00,20.2,21.7,2022/05/18 21:11:00,18.4,2022/05/18 0:22:00,99,94,2022/05/18 0:05:00,1.2,104,7.1,156,2022/05/18 19:46:00,7.5
19,986.7,989,2022/05/19 0:01:00,984.2,2022/05/19 16:54:00,21.3,22.2,2022/05/19 13:57:00,20.3,2022/05/19 20:11:00,99,97,2022/05/19 5:51:00,1.6,137,7.7,112,2022/05/19 0:34:00,52.5
20,983.5,984.8,2022/05/20 0:01:00,982,2022/05/20 16:57:00,21,22,2022/05/20 15:09:00,20.1,2022/05/20 22:11:00,99,99,2022/05/20 4:41:00,0.9,332,4.9,330,2022/05/20 8:21:00,6
21,983.8,985.5,2022/05/21 22:01:00,981.8,2022/05/21 2:15:00,20.3,21.7,2022/05/21 10:04:00,19.2,2022/05/21 23:21:00,99,99,2022/05/21 10:42:00,0.3,16,3.8,42,2022/05/21 10:53:00,2.5
22,983.8,985.1,2022/05/22 9:33:00,982.9,2022/05/22 3:01:00,19.9,21.1,2022/05/22 23:31:00,19,2022/05/22 0:41:00,99,99,2022/05/22 10:51:00,0.5,161,3.8,182,2022/05/22 18:15:00,18
23,983.6,985.9,2022/05/23 21:44:00,981.4,2022/05/23 3:31:00,21.3,24.5,2022/05/23 9:01:00,20.3,2022/05/23 23:41:00,99,99,2022/05/23 10:11:00,0.7,330,6,351,2022/05/23 13:13:00,2.5
24,985.8,987.3,2022/05/24 22:12:00,984.4,2022/05/24 2:21:00,20.6,22,2022/05/24 10:41:00,19.7,2022/05/24 7:01:00,99,99,2022/05/24 0:41:00,0.4,324,4.9,335,2022/05/24 1:23:00,55
25,984,985.9,2022/05/25 0:01:00,982.1,2022/05/25 16:31:00,21.2,21.8,2022/05/25 8:27:00,20.6,2022/05/25 0:01:00,99,99,2022/05/25 13:41:00,0.2,113,3.5,113,2022/05/25 15:02:00,104.5
26,980.9,983.1,2022/05/26 0:01:00,979.1,2022/05/26 14:59:00,21,23.3,2022/05/26 10:53:00,18.8,2022/05/26 18:28:00,99,99,2022/05/26 8:21:00,0.4,98,4.9,279,2022/05/26 15:25:00,110.5
27,981.3,983.1,2022/05/27 22:14:00,979.3,2022/05/27 2:31:00,20.4,21.3,2022/05/27 23:31:00,19.2,2022/05/27 0:01:00,99,99,2022/05/27 11:21:00,0.3,118,3.5,184,2022/05/27 11:35:00,65
28,981.2,982.9,2022/05/28 21:06:00,979.9,2022/05/28 2:41:00,24,30.1,2022/05/28 14:11:00,21,2022/05/28 0:01:00,97,73,2022/05/28 13:02:00,0.8,53,8.8,195,2022/05/28 14:26:00,1
29,981,982.2,2022/05/29 22:14:00,980,2022/05/29 13:43:00,26,30.3,2022/05/29 11:52:00,22.9,2022/05/29 5:31:00,88,63,2022/05/29 10:01:00,0.5,9,8.2,23,2022/05/29 9:10:00,0
30,981.1,983.8,2022/05/30 23:02:00,979.2,2022/05/30 13:31:00,26.6,31.4,2022/05/30 10:32:00,22.9,2022/05/30 1:56:00,87,59,2022/05/30 10:11:00,1.2,311,11,182,2022/05/30 11:36:00,2
31,983.2,985.1,2022/05/31 9:13:00,981.3,2022/05/31 2:25:00,24,26.5,2022/05/31 10:01:00,23.1,2022/05/31 23:51:00,99,88,2022/05/31 20:26:00,0.6,111,5.5,338,2022/05/31 8:45:00,36.5
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,981.7,983.8,2022/06/01 0:01:00,979.4,2022/06/01 16:31:00,26.6,30.9,2022/06/01 11:03:00,22.7,2022/06/01 4:41:00,85,58,2022/06/01 21:01:00,0.8,76,8.8,238,2022/06/01 20:47:00,0
2,980.9,982.6,2022/06/02 22:51:00,979.7,2022/06/02 3:51:00,26.7,31.4,2022/06/02 10:33:00,23.7,2022/06/02 20:03:00,85,53,2022/06/02 6:51:00,0.8,41,9.9,322,2022/06/02 4:37:00,0
3,981.6,983.3,2022/06/03 22:25:00,980,2022/06/03 4:49:00,26.5,30.6,2022/06/03 10:55:00,23.8,2022/06/03 23:31:00,86,53,2022/06/03 7:51:00,0.7,22,8.2,174,2022/06/03 4:20:00,0
4,981.5,982.9,2022/06/04 8:36:00,979.8,2022/06/04 17:51:00,26,30.3,2022/06/04 12:01:00,23,2022/06/04 2:11:00,90,67,2022/06/04 14:21:00,0.3,139,6,302,2022/06/04 12:25:00,0
5,977.7,981.1,2022/06/05 0:01:00,975.4,2022/06/05 16:32:00,28.4,32.8,2022/06/05 11:55:00,23.3,2022/06/05 0:01:00,69,33,2022/06/05 23:54:00,1.4,19,10.4,313,2022/06/05 6:56:00,0
6,977,980.9,2022/06/06 21:47:00,974.1,2022/06/06 2:25:00,26.6,31.9,2022/06/06 0:06:00,21.2,2022/06/06 21:12:00,70,30,2022/06/06 2:41:00,2.4,330,16,177,2022/06/06 11:07:00,31
7,981.8,984,2022/06/07 22:36:00,979.1,2022/06/07 1:58:00,20.4,22.8,2022/06/07 8:36:00,16.8,2022/06/07 12:49:00,99,90,2022/06/07 15:04:00,0.7,333,6,336,2022/06/07 3:06:00,54
8,984,985.3,2022/06/08 10:01:00,982.7,2022/06/08 1:11:00,20.3,21.1,2022/06/08 8:51:00,19.6,2022/06/08 18:41:00,99,99,2022/06/08 6:21:00,0.7,155,5.5,113,2022/06/08 16:13:00,75
9,983.2,984.7,2022/06/09 21:22:00,982,2022/06/09 3:41:00,23,25.4,2022/06/09 12:01:00,20.2,2022/06/09 0:51:00,99,88,2022/06/09 11:51:00,0.4,95,4.1,118,2022/06/09 16:54:00,23
10,981.3,983.3,2022/06/10 0:01:00,980,2022/06/10 15:11:00,24.2,27.7,2022/06/10 12:47:00,22.1,2022/06/10 3:31:00,98,79,2022/06/10 12:31:00,0.3,168,3.5,281,2022/06/10 6:24:00,2
11,982.9,985.7,2022/06/11 22:21:00,979.9,2022/06/11 5:02:00,24.4,29,2022/06/11 11:07:00,21,2022/06/11 23:01:00,85,47,2022/06/11 7:01:00,1,171,10.4,251,2022/06/11 2:01:00,22
12,983.3,984.6,2022/06/12 8:11:00,981.9,2022/06/12 16:21:00,23,24.4,2022/06/12 15:41:00,21,2022/06/12 3:11:00,99,99,2022/06/12 17:21:00,0.2,166,3,223,2022/06/12 3:40:00,23
13,980.1,982.5,2022/06/13 0:01:00,978.6,2022/06/13 17:55:00,26.8,31.1,2022/06/13 12:41:00,22.2,2022/06/13 2:40:00,80,47,2022/06/13 22:11:00,1.4,294,13.2,264,2022/06/13 18:23:00,0
14,981.6,985.2,2022/06/14 21:56:00,979.2,2022/06/14 4:32:00,26.4,31.7,2022/06/14 10:06:00,22.8,2022/06/14 22:21:00,84,40,2022/06/14 5:10:00,1.5,63,9.9,337,2022/06/14 16:08:00,0.5
15,984.2,986.2,2022/06/15 23:03:00,982.6,2022/06/15 7:53:00,24.3,27.3,2022/06/15 5:41:00,22.8,2022/06/15 15:48:00,95,65,2022/06/15 5:31:00,0.7,280,7.1,218,2022/06/15 5:12:00,12
16,984.6,986.6,2022/06/16 8:46:00,983.2,2022/06/16 14:17:00,24.5,28.9,2022/06/16 12:33:00,22.7,2022/06/16 23:51:00,91,56,2022/06/16 12:15:00,0.6,240,11,176,2022/06/16 8:07:00,7.5
17,983.1,984.3,2022/06/17 0:01:00,982.1,2022/06/17 4:41:00,25.8,28.9,2022/06/17 8:02:00,22.5,2022/06/17 1:51:00,86,51,2022/06/17 8:02:00,0.8,200,8.8,242,2022/06/17 7:54:00,0
18,982.6,984.1,2022/06/18 22:01:00,981.3,2022/06/18 14:11:00,26.4,31.2,2022/06/18 13:02:00,23,2022/06/18 3:51:00,88,65,2022/06/18 11:41:00,0.5,121,6.6,337,2022/06/18 13:04:00,0
19,982.4,983.2,2022/06/19 0:01:00,981.4,2022/06/19 13:11:00,26.3,31.1,2022/06/19 11:32:00,22.7,2022/06/19 5:01:00,88,64,2022/06/19 11:52:00,0.6,115,5.5,198,2022/06/19 13:14:00,0
20,980.5,982,2022/06/20 0:01:00,979.3,2022/06/20 15:55:00,27,32.1,2022/06/20 12:51:00,22.9,2022/06/20 4:39:00,81,55,2022/06/20 11:31:00,0.8,13,8.2,206,2022/06/20 11:56:00,0
21,981.8,984.1,2022/06/21 22:41:00,978.9,2022/06/21 2:41:00,26.9,30.5,2022/06/21 15:46:00,23.6,2022/06/21 2:51:00,81,59,2022/06/21 14:31:00,0.9,138,8.8,180,2022/06/21 10:51:00,0
22,985,986.9,2022/06/22 20:42:00,982.4,2022/06/22 1:31:00,27.1,30.8,2022/06/22 11:03:00,22.7,2022/06/22 4:01:00,81,58,2022/06/22 1:04:00,0.6,112,3.8,132,2022/06/22 11:16:00,0
23,985.3,987.1,2022/06/23 8:06:00,983.7,2022/06/23 14:21:00,27.2,31.8,2022/06/23 12:51:00,23.2,2022/06/23 4:41:00,87,59,2022/06/23 12:37:00,0.9,87,4.9,121,2022/06/23 11:37:00,0
24,983.5,984.6,2022/06/24 7:42:00,982.1,2022/06/24 23:54:00,26.9,32.2,2022/06/24 9:06:00,23.1,2022/06/24 3:18:00,82,52,2022/06/24 9:01:00,0.9,298,8.8,261,2022/06/24 14:45:00,0.5
25,983.5,984.9,2022/06/25 11:42:00,980.9,2022/06/25 2:32:00,25.7,30.6,2022/06/25 11:13:00,22.4,2022/06/25 4:41:00,90,64,2022/06/25 11:13:00,0.4,290,3.5,332,2022/06/25 1:00:00,3
26,985.3,986.8,2022/06/26 8:34:00,983.7,2022/06/26 1:56:00,26.8,30.7,2022/06/26 10:52:00,22.3,2022/06/26 1:49:00,83,62,2022/06/26 16:36:00,0.8,324,6,149,2022/06/26 21:15:00,0
27,983.9,985.5,2022/06/27 7:32:00,981.9,2022/06/27 23:51:00,26.4,30.5,2022/06/27 10:42:00,23,2022/06/27 4:36:00,89,69,2022/06/27 7:08:00,0.7,142,4.9,166,2022/06/27 21:57:00,3
28,980.9,982.5,2022/06/28 0:01:00,979.1,2022/06/28 23:54:00,27.3,30.8,2022/06/28 15:51:00,22.9,2022/06/28 5:11:00,81,64,2022/06/28 16:21:00,0.7,174,4.9,128,2022/06/28 11:17:00,0
29,979.7,981.8,2022/06/29 22:01:00,977.6,2022/06/29 16:21:00,27.3,31.2,2022/06/29 14:36:00,23.6,2022/06/29 23:51:00,80,60,2022/06/29 2:04:00,0.8,39,8.8,102,2022/06/29 15:16:00,0
30,979.9,981.5,2022/06/30 0:01:00,978.5,2022/06/30 15:46:00,27.5,31,2022/06/30 12:15:00,23.6,2022/06/30 0:27:00,76,55,2022/06/30 14:11:00,2.2,122,11.5,115,2022/06/30 12:07:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,981.1,982.5,2022/07/01 23:45:00,979.4,2022/07/01 3:21:00,27,30.9,2022/07/01 13:02:00,24.6,2022/07/01 4:31:00,81,61,2022/07/01 12:47:00,1.9,96,9.9,114,2022/07/01 10:38:00,0
2,981.7,982.9,2022/07/02 10:13:00,980.4,2022/07/02 16:01:00,25.2,27.3,2022/07/02 15:02:00,23.4,2022/07/02 23:54:00,96,86,2022/07/02 3:31:00,0.2,117,3.5,117,2022/07/02 16:42:00,5.5
3,980.4,981.6,2022/07/03 0:01:00,978.9,2022/07/03 15:22:00,26.7,28.7,2022/07/03 16:21:00,23.3,2022/07/03 0:03:00,89,77,2022/07/03 16:21:00,1.4,338,9.3,343,2022/07/03 15:02:00,1
4,980,981.5,2022/07/04 20:51:00,978.2,2022/07/04 3:38:00,26.1,29.6,2022/07/04 9:01:00,23.6,2022/07/04 23:21:00,94,73,2022/07/04 9:51:00,0.4,97,4.1,129,2022/07/04 9:05:00,21.5
5,981.3,982.9,2022/07/05 21:31:00,980.2,2022/07/05 2:01:00,26.5,31.1,2022/07/05 11:51:00,23.1,2022/07/05 3:41:00,89,60,2022/07/05 11:51:00,0.5,73,5.5,106,2022/07/05 13:34:00,1
6,982.9,984.8,2022/07/06 22:01:00,981.4,2022/07/06 0:32:00,26.3,30.8,2022/07/06 9:01:00,23.3,2022/07/06 4:51:00,90,63,2022/07/06 8:51:00,0.6,327,4.9,157,2022/07/06 12:32:00,1
7,984.2,985.3,2022/07/07 11:12:00,983,2022/07/07 1:23:00,27,31,2022/07/07 10:04:00,24.2,2022/07/07 1:11:00,89,70,2022/07/07 10:04:00,0.5,71,4.9,315,2022/07/07 3:20:00,0
8,983,984.4,2022/07/08 8:34:00,981.1,2022/07/08 16:21:00,27.5,32.3,2022/07/08 11:35:00,23.2,2022/07/08 3:51:00,84,57,2022/07/08 7:11:00,0.7,321,4.9,123,2022/07/08 12:15:00,0
9,981.1,982.4,2022/07/09 22:15:00,979.8,2022/07/09 16:01:00,27.7,32.3,2022/07/09 14:03:00,23.6,2022/07/09 3:51:00,89,64,2022/07/09 10:31:00,0.6,136,4.9,148,2022/07/09 12:30:00,0
10,981.5,982.5,2022/07/10 9:07:00,980.4,2022/07/10 1:51:00,27.9,32.4,2022/07/10 11:51:00,24.1,2022/07/10 2:44:00,88,65,2022/07/10 11:51:00,0.6,296,3.8,119,2022/07/10 9:46:00,0
11,982.4,984.2,2022/07/11 22:06:00,980.9,2022/07/11 5:14:00,27.9,31.5,2022/07/11 11:54:00,24.8,2022/07/11 2:21:00,89,69,2022/07/11 13:11:00,0.5,121,4.9,121,2022/07/11 11:09:00,0
12,982.5,983.8,2022/07/12 6:53:00,981,2022/07/12 15:41:00,26.9,30.8,2022/07/12 10:23:00,24,2022/07/12 4:41:00,91,70,2022/07/12 10:31:00,0.4,60,4.9,129,2022/07/12 10:23:00,0
13,980.7,983.1,2022/07/13 8:01:00,979.4,2022/07/13 23:51:00,27,31.5,2022/07/13 14:00:00,23,2022/07/13 1:25:00,84,61,2022/07/13 14:02:00,0.6,133,6,157,2022/07/13 14:10:00,0
14,979.8,981.5,2022/07/14 21:23:00,978.1,2022/07/14 3:21:00,27.9,32.4,2022/07/14 12:01:00,23.3,2022/07/14 3:18:00,75,49,2022/07/14 23:51:00,0.7,94,4.9,128,2022/07/14 0:39:00,0
15,979.2,980.4,2022/07/15 0:01:00,978.1,2022/07/15 23:33:00,28.4,34,2022/07/15 11:41:00,24.8,2022/07/15 2:07:00,78,41,2022/07/15 11:54:00,0.8,52,8.2,275,2022/07/15 8:59:00,0
16,978.1,980.3,2022/07/16 21:56:00,976.3,2022/07/16 3:35:00,30.2,34.7,2022/07/16 15:31:00,25.6,2022/07/16 22:06:00,60,33,2022/07/16 7:51:00,2.2,239,15.4,289,2022/07/16 3:35:00,0
17,978.9,980,2022/07/17 21:53:00,977.2,2022/07/17 16:13:00,29.6,33.6,2022/07/17 11:11:00,25.3,2022/07/17 23:41:00,68,39,2022/07/17 7:41:00,1.2,78,11,291,2022/07/17 8:32:00,0
18,979.9,982.4,2022/07/18 23:01:00,978.3,2022/07/18 3:51:00,28.3,32.7,2022/07/18 11:05:00,24.7,2022/07/18 2:11:00,79,37,2022/07/18 7:16:00,0.5,65,9.3,215,2022/07/18 6:14:00,0
19,983.1,985.7,2022/07/19 21:21:00,981.3,2022/07/19 2:31:00,27.1,31.8,2022/07/19 12:44:00,24,2022/07/19 22:19:00,89,61,2022/07/19 9:15:00,0.6,311,7.7,332,2022/07/19 12:38:00,1.5
20,985.5,987.3,2022/07/20 22:01:00,984.1,2022/07/20 2:21:00,27.4,32.1,2022/07/20 9:21:00,23.4,2022/07/20 5:01:00,85,56,2022/07/20 6:51:00,0.7,305,4.9,96,2022/07/20 12:35:00,0
21,985.9,987,2022/07/21 21:54:00,984.8,2022/07/21 14:56:00,28.9,34.5,2022/07/21 13:14:00,23.9,2022/07/21 3:58:00,75,39,2022/07/21 9:01:00,0.8,121,4.9,137,2022/07/21 14:04:00,0
22,984.6,986.3,2022/07/22 0:01:00,983,2022/07/22 16:01:00,28.5,33.3,2022/07/22 14:11:00,24.6,2022/07/22 2:37:00,86,61,2022/07/22 11:11:00,0.6,139,3.5,157,2022/07/22 9:17:00,0
23,982.6,984.6,2022/07/23 0:01:00,981.3,2022/07/23 17:01:00,28.1,32.7,2022/07/23 13:56:00,24.1,2022/07/23 22:12:00,83,50,2022/07/23 22:23:00,0.8,104,4.9,121,2022/07/23 11:03:00,0
24,981.6,982.7,2022/07/24 22:16:00,980.2,2022/07/24 17:11:00,28,32.7,2022/07/24 12:21:00,23.3,2022/07/24 1:18:00,86,60,2022/07/24 7:31:00,0.7,111,4.9,119,2022/07/24 12:34:00,0
25,982.8,984.6,2022/07/25 8:21:00,981.8,2022/07/25 0:11:00,26.6,32.5,2022/07/25 10:21:00,23.8,2022/07/25 5:21:00,91,64,2022/07/25 10:22:00,0.7,87,5.5,125,2022/07/25 12:31:00,0
26,982.9,984,2022/07/26 0:25:00,981.5,2022/07/26 17:24:00,27,32.1,2022/07/26 10:32:00,23.5,2022/07/26 23:02:00,87,59,2022/07/26 10:32:00,0.7,319,7.7,81,2022/07/26 11:40:00,0
27,982.2,983.3,2022/07/27 9:19:00,981,2022/07/27 14:55:00,27.5,33,2022/07/27 14:44:00,23.1,2022/07/27 4:02:00,83,55,2022/07/27 14:41:00,0.6,323,4.9,341,2022/07/27 13:14:00,0
28,981.4,982.6,2022/07/28 0:01:00,979.8,2022/07/28 16:31:00,27.4,31.8,2022/07/28 10:01:00,22.4,2022/07/28 1:51:00,80,57,2022/07/28 7:46:00,0.7,98,7.7,337,2022/07/28 12:54:00,0
29,979.7,980.9,2022/07/29 0:01:00,977.4,2022/07/29 16:44:00,26.9,30.8,2022/07/29 9:23:00,22.4,2022/07/29 4:36:00,83,51,2022/07/29 14:32:00,1.4,333,8.2,334,2022/07/29 13:39:00,8
30,978.1,979.8,2022/07/30 0:01:00,976.8,2022/07/30 15:56:00,26.4,30.7,2022/07/30 15:01:00,23.6,2022/07/30 21:56:00,94,68,2022/07/30 15:11:00,0.6,42,4.9,348,2022/07/30 10:12:00,16.5
31,978.3,980,2022/07/31 21:31:00,976.9,2022/07/31 15:11:00,28.3,33.3,2022/07/31 14:52:00,23.5,2022/07/31 1:23:00,79,44,2022/07/31 15:11:00,0.9,306,8.2,342,2022/07/31 10:24:00,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1,980.9,983.2,2022/08/01 21:22:00,978.9,2022/08/01 3:11:00,28.5,33.7,2022/08/01 12:31:00,25,2022/08/01 5:23:00,82,58,2022/08/01 11:45:00,0.6,140,6,112,2022/08/01 13:03:00,0
2,983.2,984.4,2022/08/02 8:59:00,981.4,2022/08/02 0:41:00,25.4,28.5,2022/08/02 10:54:00,23,2022/08/02 23:41:00,97,77,2022/08/02 10:51:00,0.4,147,4.9,11,2022/08/02 9:06:00,12
3,983.6,984.9,2022/08/03 8:22:00,982.1,2022/08/03 17:21:00,26.6,32,2022/08/03 15:31:00,22.5,2022/08/03 1:31:00,83,53,2022/08/03 15:22:00,0.6,101,4.9,121,2022/08/03 18:08:00,0
4,984.1,985.5,2022/08/04 22:17:00,982.7,2022/08/04 17:31:00,27.1,31.6,2022/08/04 15:51:00,24,2022/08/04 3:46:00,85,63,2022/08/04 15:51:00,0.6,316,4.9,197,2022/08/04 0:54:00,0
5,984.4,986,2022/08/05 6:45:00,982.9,2022/08/05 17:24:00,27.1,31.5,2022/08/05 10:16:00,23.8,2022/08/05 2:26:00,86,60,2022/08/05 10:31:00,0.4,108,3.8,120,2022/08/05 9:37:00,0
6,983,984.4,2022/08/06 0:01:00,980,2022/08/06 15:33:00,28.1,33.5,2022/08/06 14:53:00,23.3,2022/08/06 5:00:00,75,46,2022/08/06 12:01:00,0.6,333,5.5,343,2022/08/06 17:23:00,0
7,982.7,984.4,2022/08/07 21:16:00,980.3,2022/08/07 16:22:00,28.2,32.5,2022/08/07 11:27:00,23.3,2022/08/07 4:11:00,74,46,2022/08/07 15:16:00,1.1,123,9.3,120,2022/08/07 15:37:00,0
8,982.9,985.1,2022/08/08 9:36:00,980.5,2022/08/08 15:51:00,28,33.1,2022/08/08 14:45:00,23.8,2022/08/08 4:51:00,78,53,2022/08/08 14:14:00,0.6,31,4.9,121,2022/08/08 10:09:00,0
9,982.4,984.1,2022/08/09 22:53:00,980.2,2022/08/09 14:04:00,28,33.5,2022/08/09 13:11:00,23.8,2022/08/09 4:01:00,73,38,2022/08/09 14:12:00,1,142,8.8,122,2022/08/09 13:29:00,0
10,983.2,984.6,2022/08/10 21:57:00,982.1,2022/08/10 2:22:00,27.3,32,2022/08/10 9:53:00,23.9,2022/08/10 5:11:00,82,56,2022/08/10 14:01:00,0.5,325,6,108,2022/08/10 12:26:00,0
11,983.7,984.8,2022/08/11 8:52:00,982.4,2022/08/11 16:24:00,27.7,31.8,2022/08/11 13:02:00,23.7,2022/08/11 3:21:00,78,50,2022/08/11 12:35:00,0.8,324,7.1,342,2022/08/11 11:45:00,0
12,983.6,984.7,2022/08/12 10:51:00,982.4,2022/08/12 16:15:00,27.2,32.5,2022/08/12 12:21:00,23.9,2022/08/12 5:31:00,87,61,2022/08/12 12:23:00,0.5,12,4.1,163,2022/08/12 9:13:00,2.5
